over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,catchDifficulty,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
1247033,1,7.0,7.0,0.0,0.0,7.0,0.0,7.0,73043,,23786,KFC BBL|15,1,103,Brisbane Heat Men,109,Sydney Sixers Men,2026-01-05T13:45:31Z,1,False,770,Ben Dwarshuis,349,Jack Wildermuth,2907,Lachlan Hearne,90,48,Wicketkeeper,0,0,0,0,LengthBall,OutsideOff,NotOut,Missed,BackFoot,Cut,AwaySwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,226,False,True,True,False,False,False,0,0,0,0,0,False,False,,,,,
1247033,1,7.0,7.0,0.0,0.0,7.0,0.0,7.0,73043,,23786,KFC BBL|15,1,103,Brisbane Heat Men,109,Sydney Sixers Men,2026-01-05T13:46:25Z,2,False,770,Ben Dwarshuis,349,Jack Wildermuth,2907,Lachlan Hearne,20,89,Backward Square Leg,2,0,2,2,LengthBall,OffStump,NotOut,None,BackFoot,Worked,AwaySwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,226,False,False,True,False,False,False,2,0,0,0,0,False,False,,,,,
1247033,1,7.0,7.0,0.0,0.0,7.0,0.0,7.0,73043,,23786,KFC BBL|15,1,103,Brisbane Heat Men,109,Sydney Sixers Men,2026-01-05T13:46:53Z,3,False,770,Ben Dwarshuis,349,Jack Wildermuth,2907,Lachlan Hearne,293,212,Long On,4,0,4,4,BackOfALength,MiddleStump,NotOut,WellTimed,BackFoot,Pull,AwaySwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,True,False,226,False,False,True,False,False,False,4,0,0,0,0,False,True,,,,,
1247033,1,7.0,7.0,0.0,0.0,7.0,0.0,7.0,73043,,23786,KFC BBL|15,1,103,Brisbane Heat Men,109,Sydney Sixers Men,2026-01-05T13:47:06Z,4,False,770,Ben Dwarshuis,349,Jack Wildermuth,2907,Lachlan Hearne,290,108,Mid On,1,0,1,1,LengthBall,LegStump,NotOut,None,BackFoot,Worked,AwaySwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,226,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
1247033,1,7.0,7.0,0.0,0.0,7.0,0.0,7.0,73043,,23786,KFC BBL|15,1,103,Brisbane Heat Men,109,Sydney Sixers Men,2026-01-05T13:48:01Z,5,False,770,Ben Dwarshuis,2907,Lachlan Hearne,349,Jack Wildermuth,90,48,Wicketkeeper,0,0,0,0,LengthBall,OutsideOff,NotOut,Left,FrontFoot,ShouldersArms,AwaySwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,226,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1247033,1,7.0,7.0,0.0,0.0,7.0,0.0,7.0,73043,,23786,KFC BBL|15,1,103,Brisbane Heat Men,109,Sydney Sixers Men,2026-01-05T13:48:30Z,6,False,770,Ben Dwarshuis,2907,Lachlan Hearne,349,Jack Wildermuth,334,57,Short Extra Cover,0,0,0,0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Drive,AwaySwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,226,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1247035,2,6.0,5.0,0.0,0.0,12.0,0.0,5.0,73043,,23786,KFC BBL|15,1,103,Brisbane Heat Men,109,Sydney Sixers Men,2026-01-05T13:49:30Z,1,False,1003,Sean Abbott,349,Jack Wildermuth,2907,Lachlan Hearne,354,137,Deep Square Leg,1,0,1,1,LengthBall,OutsideOff,NotOut,None,FrontFoot,Slog,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,True,False,226,False,True,True,False,False,False,1,0,0,0,0,False,False,,,,,
1247035,2,6.0,5.0,0.0,0.0,12.0,0.0,5.0,73043,,23786,KFC BBL|15,1,103,Brisbane Heat Men,109,Sydney Sixers Men,2026-01-05T13:50:12Z,2,False,1003,Sean Abbott,2907,Lachlan Hearne,349,Jack Wildermuth,90,48,Wicketkeeper,0,0,0,0,LengthBall,MiddleStump,NotOut,Missed,BackFoot,BackwardDefensive,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,226,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1247035,2,6.0,5.0,0.0,0.0,12.0,0.0,5.0,73043,,23786,KFC BBL|15,1,103,Brisbane Heat Men,109,Sydney Sixers Men,2026-01-05T13:50:47Z,3,False,1003,Sean Abbott,2907,Lachlan Hearne,349,Jack Wildermuth,247,146,Long On,1,0,1,1,LengthBall,LegStump,NotOut,None,FrontFoot,Worked,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,226,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
1247035,2,6.0,5.0,0.0,0.0,12.0,0.0,5.0,73043,,23786,KFC BBL|15,1,103,Brisbane Heat Men,109,Sydney Sixers Men,2026-01-05T13:51:27Z,4,False,1003,Sean Abbott,349,Jack Wildermuth,2907,Lachlan Hearne,13,140,Deep Backward Square Leg,2,0,2,2,LengthBall,OutsideOff,NotOut,None,FrontFoot,Flick,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,True,False,226,False,False,True,False,False,False,2,0,0,0,0,False,False,,,,,
